corpus,drama,begin.Act,end.Act,Number.Act,begin.Scene,end.Scene,Number.Scene
gdc,kjfg.0,212,42779,0,212,12377,0
gdc,kjfg.0,212,42779,0,12390,14766,0
gdc,kjfg.0,212,42779,0,14779,15198,0
gdc,kjfg.0,212,42779,0,15212,17408,0
gdc,kjfg.0,212,42779,0,17421,17734,0
gdc,kjfg.0,212,42779,0,17747,22138,0
gdc,kjfg.0,212,42779,0,22152,35046,0
gdc,kjfg.0,212,42779,0,35060,36255,0
gdc,kjfg.0,212,42779,0,36268,37075,0
gdc,kjfg.0,212,42779,0,37088,38136,0
gdc,kjfg.0,212,42779,0,38149,39296,0
gdc,kjfg.0,212,42779,0,39309,42509,0
gdc,kjfg.0,212,42779,0,42522,42779,0
